Kanji,Kanji_Core_Meaning,Word,Word_Reading,English_Meaning,Connection_Type,Figurative_Note,Position_in_Deck
柔,"tender, weakness",柔道,じゅうどう,judo,direct,,1538
柔,"tender, weakness",柔らかい,やわらかい,soft,direct,,1539
柔,"tender, weakness",柔らか,やわらか,"soft, tender, gentle",direct,,1540
張,"lengthen, counter for bows & stringed instruments",主張,しゅちょう,"argument, case, one's point",figurative,"main + stretch/spread → ""spreading one's main point"" → argument, assertion",1541
張,"lengthen, counter for bows & stringed instruments",引っ張る,ひっぱる,"pull, drag",direct,,1542
張,"lengthen, counter for bows & stringed instruments",頑張る,がんばる,"persist, be tenacious",figurative,stubborn + stretch/expand → push through stubbornly → persist,1675
突,"stab, protruding",突き当たる,つきあたる,"come to the end of (street), run into (st)",direct,,1543
突,"stab, protruding",突き当たり,つきあたり,end of a street,direct,,1544
壁,"wall, lining (stomach)",壁,かべ,"wall, partition",direct,,1545
弾,"bullet, twang",弾く,ひく,play (a stringed instrument),direct,,1546
丸,"round, full (month)",丸い,まるい,round,direct,,1547
丸,"round, full (month)",丸,まる,"circle, wholeness",direct,,1548
撃,"beat, attack",攻撃,こうげき,"attack, criticism",direct,,1549
攻,"aggression, attack",攻撃,こうげき,"attack, criticism",direct,,1549
絶,"discontinue, sever",絶対に,ぜったいに,"absolutely, unconditionally",figurative,"cut off + face/opposite → ""nothing opposing it"" → absolutely",1551
防,"ward off, defend",消防車,しょうぼうしゃ,fire truck,direct,,1552
防,"ward off, defend",消防署,しょうぼうしょ,fire station,direct,,1679
抵,"resist, reach",大抵,たいてい,"generally, mostly",direct,,1555
勢,"forces, energy",大勢,おおぜい,"many (people), a crowd",direct,,1556
勢,"forces, energy",姿勢,しせい,"posture, attitude",direct,,1558
姿,"figure, form",姿,すがた,"figure, appearance",direct,,1557
姿,"figure, form",姿勢,しせい,"posture, attitude",direct,,1558
恐,"fear, dread",恐ろしい,おそろしい,"terrible, frightening",direct,,1559
怖,"dreadful, be frightened",怖い,こわい,scary,direct,,1560
糸,thread,糸,いと,"thread, yarn",direct,,1561
孫,"grandchild, descendants",孫,まご,grandchild,direct,,1562
綿,cotton,木綿,もめん,cotton,direct,,1563
偉,"admirable, greatness",偉い,えらい,"great, famous, eminent",direct,,1564
爪,"claw, nail",爪,つめ,"nail, claw",direct,,1565
机,"desk, table",机,つくえ,desk,direct,,1566
棚,"shelf, ledge",棚,たな,"shelf, rack",direct,,1568
棚,"shelf, ledge",本棚,ほんだな,bookshelf,direct,,1569
針,"needle, pin",方針,ほうしん,"course, policy",figurative,"direction + needle → like a compass needle → policy, course",1570
釣,"angling, fish",釣る,つる,"to fish, to catch (a fish)",direct,,1571
釣,"angling, fish",お釣り,おつり,change,figurative,"from 釣る ""to fish/hook,"" extended via 釣り合う ""balance"" → change (money)",1573
鍵,key,鍵,かぎ,"key, lock",direct,,1574
鍋,"pot, pan",鍋,なべ,"pan, pot",direct,,1575
寿,"longevity, congratulations",寿司,すし,sushi,direct,,1576
司,"director, official",寿司,すし,sushi,direct,,1576
棒,"rod, stick",泥棒,どろぼう,"thief, crook",direct,,1577
泥,"mud, mire",泥棒,どろぼう,"thief, crook",direct,,1577
湯,"hot water, bath",湯,ゆ,"hot water, hot bath, bathhouse",direct,,1578
沸,"seethe, boil",沸く,わく,"boil, be excited",direct,,1579
沸,"seethe, boil",沸かす,わかす,"boil, excite",direct,,1580
濯,"laundry, wash",洗濯機,せんたくき,washing machine,direct,,1582
濯,"laundry, wash",洗濯,せんたく,"laundering, washing",direct,,1583
濡,"get wet, damp",濡れる,ぬれる,get wet,direct,,1584
喫,"consume, eat",喫茶店,きっさてん,"coffee shop, tea house, café",direct,,1585
怠,"neglect, laziness",怠ける,なまける,"be lazy (が), neglect (st) (を)",direct,,1587
懸,"state of suspension, hang",一生懸命,いっしょうけんめい,"as hard as one can, with all one's might",figurative,one life + risking → as if risking one's whole life → with all one's might,1588
憩,"recess, rest",休憩,きゅうけい,"<div>break (from work, study, etc.)</div>",direct,,1589
井,"well, well crib",天井,てんじょう,ceiling,figurative,heaven + well → possibly referencing a well-frame-like coffered ceiling shape → ceiling,1590
豆,"beans, pea",納豆,なっとう,natto (fermented soybeans),direct,,1592
豆,"beans, pea",豆腐,とうふ,tofu,figurative,"bean + rot/decay → historically ""curdled/fermented bean"" → tofu",1685
納,"settlement, obtain",納豆,なっとう,natto (fermented soybeans),direct,,1592
粧,"cosmetics, adorn (one's person)",化粧,けしょう,"makeup, put on makeup",direct,,1593
畑,"farm, field",畑,はたけ,"field, farm, garden",direct,,1594
炊,"cook, boil",炊く,たく,cook (by boiling),direct,,1595
炊,"cook, boil",自炊,じすい,cooking for oneself,direct,,1596
灰,"ashes, puckery juice",灰皿,はいざら,ashtray,direct,,1597
灰,"ashes, puckery juice",灰,はい,ashes,direct,,1598
灰,"ashes, puckery juice",灰色,はいいろ,"ash color, gray",direct,,1599
暦,"calendar, almanac",西暦,せいれき,"CE, AD (year)",direct,,1601
舌,"tongue, reed",舌,した,tongue,direct,,1604
臭,"stinking, ill-smelling",臭い,くさい,"ill-smelling, stinking",direct,,1606
匂,"fragrant, stink",匂い,におい,"smell, odor",direct,,1607
履,"perform, complete",履く,はく,"put on (footwear, lower body clothing)",direct,,1608
戸,"door, counter for houses",戸,と,"door (esp. Japanese style), shutter",direct,,1609
扇,"fan, folding fan",扇風機,せんぷうき,electric fan,direct,,1610
豚,"pork, pig",豚,ぶた,"pig, pork",direct,,1611
豚,"pork, pig",豚肉,ぶたにく,"pork, hog meat",direct,,1612
鶏,chicken,鶏,にわとり,"chicken, hen",direct,,1614
菓,"candy, cakes",お菓子,おかし,"sweets, snacks",direct,,1616
儀,"ceremony, rule",お辞儀,おじぎ,"bow, bowing",figurative,words/resign + ceremony → doesn't map directly → a bow,1617
坊,"boy, priest's residence",寝坊,ねぼう,"oversleeping,&nbsp;late riser",direct,,1619
旗,"national flag, banner",旗,はた,"flag, banner",direct,,1620
鉛,lead,鉛筆,えんぴつ,pencil,direct,,1621
筆,"writing brush, writing",鉛筆,えんぴつ,pencil,direct,,1621
筆,"writing brush, writing",万年筆,まんねんひつ,fountain pen,direct,,1622
箱,"box, chest",箱,はこ,"box, case",direct,,1624
箱,"box, chest",本箱,ほんばこ,bookcase,direct,,1625
財,"property, money",財布,さいふ,"purse, wallet",direct,,1629
布,"linen, cloth",財布,さいふ,"purse, wallet",direct,,1629
布,"linen, cloth",毛布,もうふ,blanket,direct,,1630
布,"linen, cloth",布団,ふとん,"futon, bedquilt",direct,,1631
団,"group, association",布団,ふとん,"futon, bedquilt",direct,,1631
包,"wrap, pack up",小包,こづつみ,"parcel, package",direct,,1632
包,"wrap, pack up",包む,つつむ,"wrap, pack",direct,,1634
飾,"decorate, ornament",飾る,かざる,"decorate, exhibit",direct,,1635
帳,"notebook, account book",手帳,てちょう,"pocketbook, memo",direct,,1636
帳,"notebook, account book",電話帳,でんわちょう,telephone book,direct,,1637
乳,"milk, breasts",牛乳,ぎゅうにゅう,milk,direct,,1639
玄,"mysterious, occultness",玄関,げんかん,"entrance, doorway",figurative,"originally a Zen Buddhist term for ""the gate to mysteries"" → entrance, doorway",1640
眼,eyeball,眼鏡,めがね,"glasses, judgment",direct,,1641
眠,"sleep, die",眠い,ねむい,sleepy,direct,,1642
眠,"sleep, die",眠る,ねむる,sleep,direct,,1644
筒,"cylinder, pipe",封筒,ふうとう,envelope,direct,,1645
封,"seal, closing",封筒,ふうとう,envelope,direct,,1645
拍,"clap, beat (music)",拍手,はくしゅ,"applause, clapping",direct,,1650
掃,"sweep, brush",掃除,そうじ,cleaning,direct,,1651
掃,"sweep, brush",掃く,はく,"sweep, brush",direct,,1652
掃,"sweep, brush",掃除機,そうじき,vacuum cleaner,direct,,1654
握,"grip, hold",握る,にぎる,"grasp, to press into shape (onigiri, sushi)",direct,,1655
握,"grip, hold",握手,あくしゅ,"handshake, handshaking",direct,,1656
迎,"welcome, meet",迎える,むかえる,"welcome, go to meet",direct,,1657
巡,"patrol, go around",お巡りさん,おまわりさん,policeman,figurative,"turn/patrol + honorific → ""one who patrols around"" → policeman",1659
幾,"how many, how much",幾ら,いくら,how much,direct,,1661
冗,"superfluous, uselessness",冗談,じょうだん,joke,direct,,1662
穴,"hole, aperture",穴,あな,"hole, cavity",direct,,1664
寂,"loneliness, quietly",寂しい,さびしい,"lonely, desolate, sad",direct,,1665
寧,"rather, preferably",丁寧,ていねい,"polite, courteous, careful",direct,,1666
丁,"street, ward",丁寧,ていねい,"polite, courteous, careful",direct,,1666
怪,"suspicious, mystery",怪我,けが,injury,figurative,strange/suspicious + self → doesn't map directly → injury,1668
我,"ego, i",怪我,けが,injury,figurative,strange/suspicious + self → doesn't map directly → injury,1668
我,"ego, i",我慢,がまん,"patience, self-restraint",figurative,originally a Buddhist term for self-conceit; shifted to mean patience/endurance,1669
慢,"ridicule, laziness",我慢,がまん,"patience, self-restraint",figurative,originally a Buddhist term for self-conceit; shifted to mean patience/endurance,1669
稚,"immature, young",幼稚園,ようちえん,kindergarten,direct,,1670
幼,"infancy, childhood",幼稚園,ようちえん,kindergarten,direct,,1670
隠,"conceal, hide",隠れる,かくれる,"hide, disappear",direct,,1671
陰,"shade, yin",日陰,ひかげ,the shade,direct,,1673
随,"follow, though",随分,ずいぶん,"extremely, considerably",direct,,1674
頑,"stubborn, foolish",頑張る,がんばる,"persist, be tenacious",figurative,stubborn + stretch/expand → push through stubbornly → persist,1675
頃,"time, about",頃,ころ,"when~, about~, time",direct,,1676
頃,"time, about",この頃,このごろ,"these days, recently",direct,,1678
署,"signature, govt office",消防署,しょうぼうしょ,fire station,direct,,1679
尋,"inquire, fathom",尋ねる,たずねる,"inquire, search for",direct,,1680
缶,"tin can, container",缶詰,かんづめ,canned goods,direct,,1681
缶,"tin can, container",缶,かん,"can, tin",direct,,1683
詰,"packed, close",缶詰,かんづめ,canned goods,direct,,1681
腐,"rot, decay",腐る,くさる,"rot, corrode",direct,,1684
腐,"rot, decay",豆腐,とうふ,tofu,figurative,"bean + rot/decay → historically ""curdled/fermented bean"" → tofu",1685
床,"bed, counter for beds",床,ゆか,floor,direct,,1686
床,"bed, counter for beds",床屋,とこや,"barber, barbershop",direct,,1687
畳,"tatami mat, counter for tatami mats",畳,たたみ,"tatami, mat",direct,,1688
畳,"tatami mat, counter for tatami mats",畳む,たたむ,"fold up, shut (umbrella)",direct,,1689
干,"dry, parch",干す,ほす,"dry (by airing out), air out",direct,,1690
帽,"cap, headgear",帽子,ぼうし,hat,direct,,1692
敬,"awe, respect",敬語,けいご,"honorific language, polite speech",direct,,1694
敬,"awe, respect",尊敬,そんけい,"respect, honor",direct,,1695
尊,"revered, valuable",尊敬,そんけい,"respect, honor",direct,,1695
敷,"spread, pave",敷く,しく,"lay out, spread",direct,,1697
雷,"thunder, lightning bolt",雷,かみなり,"thunder, lightning",direct,,1698
零,"zero, spill",零,れい,"zero, naught",direct,,1699
舞,"dance, flit",仕舞う,しまう,put away,direct,,1700
踊,"jump, dance",踊る,おどる,dance,direct,,1702
踊,"jump, dance",踊り,おどり,"dance, dancing",direct,,1703
踏,"step, trample",踏む,ふむ,"step on, tread on",direct,,1704
踏,"step, trample",踏切,ふみきり,railroad crossing,direct,,1705
蹴,kick,蹴る,ける,kick,direct,,1707
堂,"public chamber, hall",食堂,しょくどう,"dining hall, restaurant",direct,,1708
猫,cat,猫,ねこ,"cat, feline",direct,,1709
章,"badge, chapter",文章,ぶんしょう,"writing, prose",direct,,1710
祖,"ancestor, pioneer",お祖父さん,おじいさん,grandfather,direct,,1714
祖,"ancestor, pioneer",お祖母さん,おばあさん,grandmother,direct,,1715
祖,"ancestor, pioneer",祖父,そふ,grandfather,direct,,1717
祖,"ancestor, pioneer",祖母,そぼ,grandmother,direct,,1718
魔,"witch, demon",邪魔,じゃま,"obstacle, interruption",figurative,"evil + demon → ""an evil demon"" → obstacle, interruption",1719
呂,"spine, backbone",風呂屋,ふろや,"bathhouse, public bath",direct,,1721
呂,"spine, backbone",風呂,ふろ,bath,figurative,wind + furnace/vessel → originally referred to steam baths → bath,1722
昭,"shining, bright",昭和,しょうわ,Showa era,direct,,1723
紫,"purple, violet",紫,むらさき,purple,direct,,1724
紅,"crimson, deep red",紅茶,こうちゃ,black tea,direct,,1726
梅,plum,梅雨,つゆ,rainy season,direct,,1727
桃,peach,桃,もも,"peach, peach tree",direct,,1728
遭,"encounter, meet",遭う,あう,encounter something (unexpected),direct,,1729
枕,pillow,枕,まくら,pillow,direct,,1730
嘘,"lie, falsehood",嘘,うそ,lie,direct,,1731
慮,"prudence, thought",遠慮,えんりょ,"reserve, hesitation, forethought",figurative,"distant + consider → thinking from a distance → restraint, reserve",1732
叱,"scold, reprove",叱る,しかる,"scold, tell off, reprimand",direct,,1733
傘,umbrella,傘,かさ,"umbrella, parasol",direct,,1734
